rank,name,country_name,country_id,count,lastDate
1,Novak Djokovic,Serbia,SRB,5,2015-11-15
2,Roger Federer,Switzerland,SUI,3,2011-11-20
3,Nikolay Davydenko,Russian Federation,RUS,1,2009-11-22
3,Andy Murray,United Kingdom,GBR,1,2016-11-14
3,Grigor Dimitrov,Bulgaria,BUL,1,2017-11-13
3,Alexander Zverev,Germany,GER,1,2018-11-12
3,Stefanos Tsitsipas,Greece,GRE,1,2019-11-11
